conv_id,n_utterances,n_tokens,topics,type,speaker1_id,speaker1_age_cat,speaker1_gender,speaker1_educ,speaker2_id,speaker2_age_cat,speaker2_gender,speaker2_educ
SAVW,2104,23788,"['water bottles', 'pens', 'journey', 'lunch/dinner/supper', 'tea/coffee', 'holland and barrett', 'irritable bowel syndrome', 'moving house', 'cooking', 'chocolate', 'manor houses', 'money', 'travelling', 'immigration', 'japan', 'racism', 'liquorice/medicine', 'pets', 'post/delivery', 'amazon', 'jurassic park', 'dvds', 'unpacking', 'moving house', 'furniture', 'cars', 'delivery', 'washing machine', 'counties', 'latin', 'examiners/exams', 'traffic', 'cars', 'inventions', 'cat flaps', 'egyptians', 'cat in the hat', 'moomins', 'norway', 'northern lights', 'taste', 'languages (hungarian). ']","['discussing explaining', 'adecdote telling making arrangements']",S0421,11_18,F,3_sixthform,S0423,50_59,M,2_secondary
SAXQ,284,3328,['recent outing and national trust'],"['discussing', 'explaining', 'inquiring']",S0251,50_59,F,5_postgrad,S0252,11_18,M,3_sixthform
SAZ8,355,5025,['games for a youth group night'],"['discussing', 'explaining', 'making arrangements']",S0109,19_29,F,4_graduate,S0175,30_39,F,4_graduate
SB49,167,2970,"['a weekend away', 'décor and furniture of various houses', 'holiday homes']","['discussing', 'explaining', 'inquiring', ' anecdote telling']",S0282,50_59,F,5_postgrad,S0283,40_49,M,5_postgrad
SB6S,1039,9010,"['holiday plans', 'gym', 'cleaning', 'cv & job applications', 'teaching/learning a language', 'cats', 'housemates', 'friends', 'identity.']","['discussing', 'explaining']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SB7R,1582,15262,"['night out', 'baby', 'visiting relatives', 'children’s lives', 'birthday plans', 'work.']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0517,40_49,F,4_graduate,S0525,40_49,F,4_graduate
SB9K,1781,17764,"['university', 'linguistics', 'timetabling', 'tuition fees', 'research', 'lecturers', 'language classes', 'food', 'cooking', 'vegetarianism', 'animal treatment', 'food preparation', 'studying', 'dinner', 'supermarkets', 'languages', 'lunch', 'food combinations', 'south korea', 'men and women in south korea', 'festivals', 'china', 'travel', 'computer games for sale', 'family', 'back gardens', 'flats.']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling', 'making arrangements']",S0192,19_29,M,4_graduate,S0198,19_29,F,4_graduate
SBA6,473,3838,"['cooking', 'food', 'local events', 'theatre and cinema', 'doctor who']","['discussing', 'explaining', 'inquiring', 'anecdote telling', 'telling jokes']",S0509,11_18,F,2_secondary,S0510,40_49,F,5_postgrad
SBCZ,512,5609,"['friends', 'christmas tree', 'neighbours', 'pets', 'nail care', 'work', 'birthday', 'plans with boyfriend', 'german history and culture']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0104,40_49,F,3_sixthform,S0167,19_29,F,4_graduate
SBDD,332,4063,"['knitting', 'celebrities', 'the olympics', 'art', 'easter']","['discussing', 'explaining']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SBEV,627,10106,"['friends', 'boyfriends', 'cars', 'holidays', 'work']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'requesting', 'inviting', 'announcing', 'anecdote telling', 'making arrangements']",S0336,19_29,F,5_postgrad,S0363,19_29,F,4_graduate
SBFR,371,4470,"['meeting friends', 'food', 'dentist', 'ice skating (hobbies)', 'facebook', 'school uniform – ties', 'words/language.']","['discussing', 'explaining', 'inquiring', 'anecdote telling', 'telling jokes']",S0255,40_49,F,4_graduate,S0256,19_29,F,3_sixthform
SBG4,776,10901,"['history', 'gerentology', 'geriatrics', 'anti ageing', 'telomeres', 'energy resources', 'comets', 'global warming', 'vikings', 'life expectancy', 'pyramids', 'tectonics', 'immortality', 'travelling', 'risk', 'holidays', 'kayaking', 'arranging weekend away', 'delayed speech', 'icons', 'autism']","['discussing', 'explaining', 'inquiring', 'advising', 'making arrangements']",S0415,40_49,M,4_graduate,S0417,40_49,F,9_unknown
SBJM,408,4165,"['tattoos', 'food', 'plans', 'catching up', 'interns', 'house renovation', '']","['discussing', 'explaining', 'inquiring', 'advising', 'requesting']",S0326,19_29,M,4_graduate,S0329,50_59,F,4_graduate
SBQ6,1570,16101,"['health problems', '21st party', 'weather', 'teenagers and kids’ bedrooms', 'work patterns', 'feeling tired.']","['discussing', 'explaining', 'anecdote telling']",S0517,40_49,F,4_graduate,S0558,50_59,F,3_sixthform
SBS5,124,4808,['childhood memories of the war years.'],"['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0486,60_69,F,4_graduate,S0507,70_79,F,5_postgrad
SBUN,640,6080,"[' interpretation', 'international politics', 'books', 'anti-fascist march', 'religion', 'kurdistan', 'the climate.']","['discussing', 'explaining', 'inquiring']",S0456,40_49,M,5_postgrad,S0465,40_49,M,5_postgrad
SBVQ,2083,21057,"['business', 'marketing', 'beauty products', 'buying and selling on the internet', 'family', 'holiday plans', 'dimensions and measurements']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements', 'buying/selling']",S0018,30_39,F,5_postgrad,S0049,19_29,F,3_sixthform
SBX7,497,4618,"['work', 'life']","['discussing', 'explaining', 'inquiring', 'advising', 'making arrangements', 'apologizing']",S0624,19_29,F,5_postgrad,S0625,50_59,F,3_sixthform
SBXK,313,3782,"['people at school', 'tennis', 'xbox', 'youtube', 'making rubber stamps', 'christmas fair', 'christmas presents', 'christmas decorations', 'shopping', 'stagecoach']","['discussing', 'explaining', 'inquiring', 'complaining,', 'announcing', 'anecdote telling', 'making arrangements']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SBYQ,636,7182,"['politics', 'charity', 'friendships']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0082,60_69,M,2_secondary,S0086,19_29,M,2_secondary
SC3M,746,8191,"['work', 'family', 'friends', 'social. food']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0439,19_29,F,4_graduate,S0440,50_59,F,2_secondary
SC4J,313,3568,"['awards shows', 'being a fussy eater', 'cricket', 'cooking', 'reality tv', 'parents']","['discussing', 'anecdote telling']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SC6N,238,2337,['the internet etc). other people art clarinet & grades school stories'],"['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SC7H,192,3075,"['food', 'children', 'hobbies', 'work']","['discussing', 'inquiring', 'advising']",S0088,40_49,F,4_graduate,S0136,19_29,F,4_graduate
SCA5,650,6393,"['lottery ticket', 'teeth', 'organising a party', 'competition', 'maldives']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SCEL,433,5757,"['knitting', 'baby clothes', 'comedy', 'mighty boosh', 'panel shows.']","['discussing', 'explaining']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SCJL,77,3607,['academic work'],['explaining'],S0045,19_29,M,5_postgrad,S0078,19_29,M,5_postgrad
SCKW,547,5663,"['school', 'art', 'science', 'english', 'people at school', 'tests', 'trainee teachers']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling', 'telling jokes']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SCQC,344,4402,"['arrangements for birthdays', 'postcard of recent holiday', 'scottish independence']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'making arrangements']",S0264,60_69,M,5_postgrad,S0265,50_59,M,4_graduate
SCQF,1712,12798,"['neighbours', 'recent christening', 'babies', 'weening', 'wallpapering']","['discussing', 'explaining', 'advising', 'anecdote telling']",S0525,40_49,F,4_graduate,S0623,19_29,F,4_graduate
SCQS,345,3179,['oatcake experiment'],"['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0251,50_59,F,5_postgrad,S0252,11_18,M,3_sixthform
SCQW,510,4866,['the happiness project; moving house to a different area/country; importance of happiness over money.'],"['discussing', 'explaining', 'advising', 'anecdote telling']",S0607,30_39,F,5_postgrad,S0644,30_39,F,5_postgrad
SCS9,1491,11958,"['the future and old age', 'art', 'essays', 'computer games']","['discussing', 'inquiring', 'advising,']",S0529,19_29,F,3_sixthform,S0530,19_29,F,3_sixthform
SCUS,1100,9015,"['discussing the restaurant menu', 'ordering in ‘ponglish’', 'shopping in poland', 'the working week', 'drinking water', '‘yummy mummies’ & people posing', 'portrait studios/sales', 'arrangements to see friends', 'wifi', 'teacher colleagues', 'where to have coffee', 'chocolate', 'children', 'paying the bill', 'new socks', 'a native colleague', 'learning a language', 'facebook culling', 'vultures', 'sewing.']","['discussing', 'explaining', 'making arrangements']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SCVK,1057,10521,"['instructing how to use the finger detector instead of number code on iphone', 'dislike of sundays', 'funny pictures on the internet', 'online shopping']","['discussing', 'inquiring', 'complaining', 'advising']",S0529,19_29,F,3_sixthform,S0530,19_29,F,3_sixthform
SCWJ,770,11573,"['death', 'cancer', 'health (mental and physical)', 'family', 'children.']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0517,40_49,F,4_graduate,S0518,40_49,F,4_graduate
SCXU,915,11096,[],"['discussing', 'explaining', 'inquiring', 'complaining']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SCYD,219,1839,"['knitting a bean bag', 'cooking supper', 'shower curtain', 'bathroom décor ']",['discussing'],S0588,40_49,F,4_graduate,S0589,40_49,M,4_graduate
SCYY,474,6780,"['plants', 'fashion', 'finance', 'donald trump', 'politics', 'pasties']","['discussing', 'explaining', 'anecdote telling']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SD62,379,3854,"['places', 'people/celebrities', 'spelling', 'films']","['discussing', 'explaining', 'inquiring', 'complaining']",S0255,40_49,F,4_graduate,S0256,19_29,F,3_sixthform
SD68,242,5005,"['music', 'morecambe', 'cycling ']","['discussing', 'explaining']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SD6X,2185,18793,"['food', 'holidays']","['discussing', 'explaining', 'inquiring', 'complaining', 'requesting', 'making arrangements', 'buying/selling']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SD8A,620,4331,['football; likeable teams; likeable sportsmen; cricket; students who went on to fame; tickets & affordability; holidays; ryanair & easyjet; university open days.'],"['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'announcing', 'anecdote telling,']",S0426,60_69,M,5_postgrad,S0427,60_69,M,5_postgrad
SD8N,528,4401,"['drama', 'actors and films', 'presents', 'clothes', 'sherlock', 'generational differences', 'christmas']","['discussing', 'explaining', 'inquiring', 'making arrangements', 'telling jokes']",S0509,11_18,F,2_secondary,S0510,40_49,F,5_postgrad
SD92,1230,12450,"['food', 'work', 'holidays', 'ex-boyfriends', 'relationships. ']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling']",S0439,19_29,F,4_graduate,S0450,19_29,F,4_graduate
SD9H,684,6344,"['work', 'people from work', 'friends', 'break-ups']","['discussing', 'explaining', 'complaining', 'announcing']",S0439,19_29,F,4_graduate,S0441,19_29,F,5_postgrad
SDAJ,635,7391,"['the military', 'magazines', 'films', 'computers']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0041,19_29,F,4_graduate,S0084,19_29,F,5_postgrad
SDB6,375,2506,"['work', 'christmas', 'books']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SDEX,436,3640,"['military experience', 'career', 'meeting his wife', 'places in taunton.']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0486,60_69,F,4_graduate,S0534,70_79,M,3_sixthform
SDFR,358,4087,"['computer game characters', 'tvs', 'furniture in rooms', 'body temperature', 'buying clothes.']","['discussing', 'explaining', 'requesting']",S0416,11_18,M,9_unknown,S0417,40_49,F,9_unknown
SDGT,789,7061,"['a pregnant student', 'a bereaved friend', 'teaching styles', 'yoga', 'gym training', 'child benefits/salaries for women/motherhood and internet dating. ']","['discussing', 'explaining']",S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SDHU,724,9128,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]","['discussing', 'anecdote telling ']",S0238,50_59,F,5_postgrad,S0242,60_69,M,4_graduate
SDJ9,595,9926,"['recent news', 'personal situation']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0015,60_69,F,5_postgrad,S0281,60_69,M,4_graduate
SDLP,348,3885,"['films', 'birthdays', 'age', 'short holidays', 'friends', 'bars', 'university', 'family']","['discussing', 'explaining', 'inquiring', 'announcing', 'anecdote telling', 'making arrangements']",S0326,19_29,M,4_graduate,S0329,50_59,F,4_graduate
SDMJ,1108,8971,"['work', 'academia', 'nhs', 'finland', 'travel', 'family', 'neighbours', 'children', 'housing']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0456,40_49,M,5_postgrad,S0464,40_49,F,4_graduate
SDN3,321,6274,"['trip to lancaster', 'visit', 'visiting the coast', 'cockle disaster', 'fish and chips', 'visiting universities', 'masters', 'writing a dissertation', 'careers', 'home life', 'family', 'redundancy', '']","['discussing', 'explaining', 'inquiring']",S0428,19_29,F,5_postgrad,S0432,19_29,F,4_graduate
SDQG,576,7416,"['cars', 'family', 'tls', 'digital vs print', 'traffic', 'road rage', 'work', 'france', 'presents', 'driving']","['discussing', 'explaining', 'inquiring', 'announcing', 'anecdote telling']",S0326,19_29,M,4_graduate,S0329,50_59,F,4_graduate
SDR9,1542,13770,"['houses', 'money', 'babies']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0083,60_69,F,2_secondary,S0084,19_29,F,5_postgrad
SDS7,197,1926,"['sport', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'family', 'work', 'house']","['discussing', 'explaining', 'inquiring', 'complaining', 'requesting', 'inviting', 'announcing', 'anecdote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0441,19_29,F,5_postgrad
SDVN,1995,18352,"['work', 'psychology', 'acquaintances', 'careers', 'food', 'social class', 'shopping', 'gadgets', 'electricals', 'technology', 'pets', 'holidays', 'studies', 'age', 'birthdays', 'celebrities', 'cake', 'form-filling', 'biological research', 'internet', 'social media', 'tea', 'films', 'going out']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'inviting', 'announcing', 'anecdote telling', 'making arrangements']",S0540,30_39,F,5_postgrad,S0541,40_49,F,4_graduate
SDWT,435,3422,"['travel', 'nicknames', 'superfoods', 'anon', 'housemates', 'croquet', 'cake', 'food']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling', 'telling jokes']",S0437,19_29,F,5_postgrad,S0438,19_29,F,5_postgrad
SDY6,649,7189,['discussing the weekend. '],"['discussing', 'explaining', 'inquiring', 'complaining', 'inviting', 'anouncing', 'anecdote telling']",S0439,19_29,F,4_graduate,S0481,60_69,M,5_postgrad
SE2C,572,6592,"['food', 'friends', 'relationships', 'tv programmes', 'work', 'complaining.  ']","['discussing', 'inquiring', 'complaining', 'advising', 'inviting', 'anecdote telling', 'making arrangements']",S0439,19_29,F,4_graduate,S0441,19_29,F,5_postgrad
SE3Y,794,7576,"['phones', 'change in the area', 'speed cameras & licenses', 'work', 'sickness', 'moving to brighton', 'family', 'trip to tanzania', 'putting on weight', 'racism', 'suicide', 'tv', 'board games', 'game of thrones', 'remembering the recording', 'flights']","['discussing', 'explaining', 'inquiring', 'advising', 'requesting', 'anecdote telling', 'making arrangements', 'telling jokes']",S0192,19_29,M,4_graduate,S0227,50_59,M,3_sixthform
SE58,773,11709,"['university', 'family members', 'art', 'travel plans', 'books', 'exhibitions ']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0326,19_29,M,4_graduate,S0327,70_79,F,4_graduate
SE6F,629,8234,"['league of legends', 'work', 'training', '']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'requesting', 'apologizing']",S0336,19_29,F,5_postgrad,S0337,19_29,M,3_sixthform
SECS,1657,18110,"['halloween party', 'relationships', 'work', 'future', 'holiday', 'new job', 'friends', 'interview', 'the past']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'announcing', 'anecdote telling']",S0439,19_29,F,4_graduate,S0444,19_29,F,4_graduate
SECU,322,3796,"['fried chicken', 'a break in mersea island', 'essex', 'sea food', 'fishing', 'family', 'gyms exercise', 'washing ']","['discussing', 'explaining', 'inquiring', 'announcing', 'anecdote telling']",S0326,19_29,M,4_graduate,S0329,50_59,F,4_graduate
SEDD,205,2763,['school'],"['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SEFQ,430,5619,"['cooking', 'baked alaska', 'grating cheese', 'halloween party', 'recruiting', 'memories', 'discrimination', 'age of consent.']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0511,40_49,F,5_postgrad,S0513,11_18,M,2_secondary
SEGJ,2611,20324,"['honeymoon', 'usa', 'iceland', 'boston', 'portland maine', 'family', 'california road trip', 'san francisco', 'la', 'camping', 'hotels', 'motels', 'national parks', 'desert', 'outsider art', 'food.']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0632,19_29,F,5_postgrad,S0635,19_29,M,4_graduate
SEGU,1624,22126,"['friendships', 'relationships', 'clothes']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'anecdote telling', 'making arrangements ']",S0041,19_29,F,4_graduate,S0084,19_29,F,5_postgrad
SEJ7,331,4374,"['teachers', 'school', 'options', 'tests', 'choir', 'music', 'concerts', 'films', 'divergent and hunger games', 'paper towns and the fault in our stars', 'books', 'john green', 'pe']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling']",S0324,11_18,F,2_secondary,S0325,11_18,F,2_secondary
SEKX,247,2205,[],"['discussing', 'explaining', 'making arrangements']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SEKZ,2921,24151,"['ordering a meal', 'pets', 'telling anecdotes about the patrons of the restaurant', 'family members and disease', 'romantic relationships', 'hearing aids', 'deaths in the family', 'spiritual matters', 'shamanism', 'dowsing', 'destiny', 'meeting new people', 'lighting a fire', ""discussing a friend's situation"", 'being in northern cyprus for the summer', 'learning to count in turkish']","['discussing', 'explaining', 'inquiring', 'requesting', 'anecdote telling  ']",S0262,40_49,F,5_postgrad,S0353,60_69,M,2_secondary
SEM7,1433,13551,"['future plans', 'relationships', 'trip to edinburgh/london', 'flooding in the lakes', 'christmas', 'present buying', 'family. ']","['discussing', 'explaining', 'complaining', 'announcing', 'anecdote telling', 'making arrangements', 'apologising']",S0539,19_29,F,5_postgrad,S0557,19_29,F,4_graduate
SEPP,3218,27025,"['christmas', 'movies', 'friends']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0144,30_39,M,5_postgrad,S0424,40_49,M,5_postgrad
SESD,1509,14065,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']","['discussing', 'explaining', 'inquiring', 'anecdote telling', 'telling jokes']",S0253,19_29,M,4_graduate,S0254,19_29,F,4_graduate
SETW,151,1284,"['petrol stations', 'driving', 'bikers']","['discussing', 'explaining', 'inquiring', 'complaining']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SEUM,339,2742,[],[],S0058,19_29,F,4_graduate,S0473,50_59,M,5_postgrad
SEV9,67,819,['scary films'],['discussing'],S0202,19_29,F,3_sixthform,S0208,19_29,F,3_sixthform
SEVC,428,4764,"['making a shopping list', 'ages on birthday cards', 'buying calendar fobs', 'art and craft at school', 'other things from primary school', 'hockey boots', 'subjects for study at university – sound recording', 'wider take on social history', 'changes in computers and computing', 'passing computers to computing museum', 'volunteering at computing museum']","['discussing', 'explaining', 'anecdote telling', 'making arrangements']",S0679,50_59,F,5_postgrad,S0680,60_69,F,4_graduate
SEZ2,870,10011,"['food', 'work-outs', 'weight lifting', 'running', 'general fitness', 'relationships', 'things around us', 'financial woes', 'holidays', 'family.']","['discussing', 'explaining', 'inquiring', 'complaining', 'inviting', 'ancedote telling']",S0439,19_29,F,4_graduate,S0451,19_29,F,4_graduate
SEZB,168,3301,"['sport', 'uni', 'work', 'bands']","['discussing', 'inquiring', 'complaining', 'requesting', 'announcing']",S0202,19_29,F,3_sixthform,S0211,19_29,F,3_sixthform
SF2F,418,6707,"['plants', 'hairstyles', 'the nhs', 'a-level reforms', 'petrol crisis ']","['discussing', 'explaining']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SF6K,450,4066,['no info'],['discussing'],S0012,70_79,M,2_secondary,S0013,60_69,F,3_sixthform
SFCW,555,5564,['work'],"['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'requesting']",S0263,30_39,F,5_postgrad,S0264,60_69,M,5_postgrad
SFET,329,3368,"['a&e', 'injuries']","['discussing', 'inquiring', 'complaining', 'advising']",S0058,19_29,F,4_graduate,S0179,19_29,M,5_postgrad
SFG3,2132,21097,"['catching up with an old friend', 'ivf', 'single parenthood', 'how people use social media', 'the benefits of yoga', 'writing a book', 'change of career and lifestyle', 'social media']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0262,40_49,F,5_postgrad,S0334,40_49,F,4_graduate
SFJ2,613,5816,"['music', 'the internet', 'tv shows', 'men', 'celebrities', 'weekend activities', 'friends', 'disney movies', 'cafes', 'football', 'instagram', 'going out', 'university', 'family', 'sleep', 'cartoons', 'tattoos', 'pizza.']","['discussing', 'explaining', 'complaining', 'advising', 'requesting', 'inviting', 'anecdote telling', 'making arrangements', 'telling jokes']",S0275,19_29,F,3_sixthform,S0276,19_29,F,3_sixthform
SFK9,119,1233,['planning a walk along the thames from woolwich to greenwich.'],"['discussing', 'making arrangements']",S0588,40_49,F,4_graduate,S0589,40_49,M,4_graduate
SFLB,1098,15688,"['food', 'domestic chores', 'pets', 'future plans', 'work', 'finances', 'parents', 'family', 'relationships', 'past activities', 'nostalgic stories', 'health ']","['discussing', 'explaining', 'inquiring', 'complaining', 'anecdote telling']",S0167,19_29,F,4_graduate,S0375,19_29,F,4_graduate
SFLQ,198,2236,"['theatre', 'disney films', 'websites', 'post', 'christmas', 'jobs']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising', 'announcing', 'making arrangement']",S0448,19_29,F,4_graduate,S0449,40_49,F,4_graduate
SFM7,425,6437,"['alphabets', 'drinking and alcohol', 'drugs', 'boxing', 'racism in football']","['discussing', 'explaining', 'anecdote telling']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SFNQ,1897,18392,"['the weekend', 'work', 'chichester', 'family', 'british national corpus', 'linguistics', 'pay day', 'colleagues', 'photos', 'names', 'hometowns', 'personal information', 'divorce', 'musicals', 'theatre', 'university', 'malaysian dialect', 'time off', 'judge judy', 'grades', 'creative writing', 'undergraduate degrees', 'novel writing', 'grammar', 'referencing', 'fireworks', 'money & budgets', 'supervisor position', 'coffee', 'schedules', 'greece', 'friends & family', 'tefl', 'tuitions fees', 'student loans', ""master's degrees"", 'boyfriends', 'relationships', 'proposal', 'marriage', 'siblings', 'passives', 'hair', 'cheating ']","['discussing', 'explaining', 'inquiring', 'requesting', 'inviting', 'anecdote telling']",S0192,19_29,M,4_graduate,S0237,19_29,F,5_postgrad
SFP5,507,5668,"['countryside', 'economics', 'wildlife', 'graveyards']","['discussing', 'explaining']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SFPK,266,2822,"['estate agents', 'travelling']","['discussing', 'explaining', 'anecdote telling']",S0015,60_69,F,5_postgrad,S0281,60_69,M,4_graduate
SFR2,415,3870,"['work', 'plans', 'holidays', 'travel', 'norway']","['discussing', 'explaining', 'inquiring', 'anecdote telling']",S0058,19_29,F,4_graduate,S0428,19_29,F,5_postgrad
SFRX,922,8175,"['yoga', 'keys', 'babies']","['discussing', 'explaining']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SFT2,267,1563,"['work', 'the budget', 'musicals']","['discussing', 'explaining', 'inquiring']",S0058,19_29,F,4_graduate,S0120,19_29,M,5_postgrad
SFUT,597,7242,"['life', 'family', 'work']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising']",S0482,30_39,M,5_postgrad,S0483,30_39,F,5_postgrad
SFXF,370,5304,"['cars', 'facebook', 'internet']","['discussing', 'explaining']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SFYP,1488,12145,"['teaching', 'art', 'killer whales', 'tv violence', 'squatting', 'blue peter badges']","['discussing', 'explaining', 'anecdote telling']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SFYX,461,8015,"['work and childhood', 'general life.']","['discussing', 'inquiring', 'anecdote telling']",S0486,60_69,F,4_graduate,S0491,60_69,F,4_graduate
SFZ9,268,2628,"['sport', 'films', 'easter']",[],S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SG2E,457,5542,"['vegan food', 'eating meat', 'back pain', 'pudding', 'computer updates', 'designing traffic systems', 'food allergies and diet']","['discussing', 'anecdote telling']",S0238,50_59,F,5_postgrad,S0242,60_69,M,4_graduate
SG3P,192,2630,['travel arrangements. '],['discussing'],S0618,40_49,F,4_graduate,S0619,19_29,F,5_postgrad
SG4J,839,8845,"['hot air balloons', 'dogs', 'wildlife', 'power lines', 'camping', 'money']","['discussing', 'explaining', 'anecdote telling']",S0024,30_39,F,5_postgrad,S0144,30_39,M,5_postgrad
SG4R,1200,11988,"['difficulties at coping with university', 'anon’s low attendance', 'anon’s medication', 'children’s films', 'cinemas ']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising,']",S0529,19_29,F,3_sixthform,S0530,19_29,F,3_sixthform
SG87,498,6256,"['food', 'money', 'hobbies', 'chips']","['discussing', 'explaining', 'inquiring', 'complaining', 'announcing', 'anecdote telling']",S0202,19_29,F,3_sixthform,S0203,19_29,M,3_sixthform
SG97,309,3352,"['designing a glass door', 'and some gardening concerns.  ']","['discussing', 'explaining', 'inquiring', 'advising', 'requesting', 'mkaing arrangements']",S0486,60_69,F,4_graduate,S0489,50_59,M,4_graduate
SGAN,1415,19792,"['state of mind', 'hobbies', 'television programmes', 'children', 'school', 'sport', 'cars', 'relationships', 'skiing', 'home shopping parties', 'beauty treatments', 'shakra', 'herbal treatments', 'ailments.']","['discussing', 'explaining', 'inquiring', 'advising', 'anecdote telling']",S0255,40_49,F,4_graduate,S0315,30_39,F,2_secondary
SGAX,1063,12606,"['violence', 'tv shows', 'cartoons', 'films']","['discussing', 'explaining', 'anecdote telling']",S0037,19_29,F,5_postgrad,S0115,30_39,M,5_postgrad
SGBT,226,2466,"['food for a snack', 'the school day', 'what we are going to do', 'eating', 'being quiet/loud', 'being on stage', 'shared memories', 'computers', 'drawing on the computer']","['discussing', 'explaining', 'inquiring', 'requesting', 'apologising']",S0567,19_29,F,4_graduate,S0622,0_10,F,9_unknown
SGHZ,1258,14042,"['friendships', 'relationships', 'making plans']","['discussing', 'announcing']",S0202,19_29,F,3_sixthform,S0208,19_29,F,3_sixthform
SGMM,472,5599,"['life', 'family', 'work']","['discussing', 'explaining', 'inquiring', 'complaining', 'advising']",S0482,30_39,M,5_postgrad,S0483,30_39,F,5_postgrad
